Position,Company,Location,URL
2022년 상반기 주식회사 쏘마 전 개발 직군 (백엔드  프론트엔드 외 신입/경력 정규직),쏘마,성남 분당구,https://kr.indeed.com/rc/clk?jk=13ef6f86810c0843&fccid=a3463f311ce6421e&vjs=3
Software Engineer - Python and K8s,Canonical - Jobs,서울,https://kr.indeed.com/rc/clk?jk=9e154b5b00d09b31&fccid=3911cf63fc0692f4&vjs=3
카카오 데이터의 가치를 발굴할 데이터 분석가 모집,카카오,성남 판교역,https://kr.indeed.com/rc/clk?jk=2b2dcd3ffe3d53df&fccid=32b9af632cf3b9f9&vjs=3
Systems Engineer - Korea (1 year Contract),Fortinet,서울,https://kr.indeed.com/rc/clk?jk=fe328d4d65e78fd6&fccid=28d99c55a9ebe7b6&vjs=3
[인텔리전스랩스] UX Researcher/UX 분석가 (게임 경험 분석),Nexon,경기도 성남,https://kr.indeed.com/rc/clk?jk=e8fce3735d546f38&fccid=aba87288e4cc3687&vjs=3
NPU 런타임 SW 엔지니어,딥엑스,성남 분당구,https://kr.indeed.com/rc/clk?jk=35c2ac41489508c1&fccid=e34932b8232a173b&vjs=3
언어이해(NLU) 기술 전문가,에스케이텔레콤,서울 종로구,https://kr.indeed.com/rc/clk?jk=4418703a69ee8e61&fccid=ce2f0f28b40a5be8&vjs=3
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/rc/clk?jk=be6c1f03fa566f8e&fccid=32b9af632cf3b9f9&vjs=3
(주)누리기술 신입 및 경력 프로그래머 (C++  Python),누리기술,대구 수성구,https://kr.indeed.com/rc/clk?jk=9fb1bf156c419110&fccid=6bb693f7d22f2adc&vjs=3
[글로벌디지털마케팅] 디지털 데이터 분석 및 운영 담당자 정규직,콘센트릭스서비스코리아,성남 분당구,https://kr.indeed.com/rc/clk?jk=6bf4082df7c99159&fccid=7789b87d5d996c4a&vjs=3
[전문연구요원] 의료영상 리서치 엔지니어 정규직,메디픽셀,서울 마포구,https://kr.indeed.com/rc/clk?jk=3544467a7b64376f&fccid=aba88c202493b8a5&vjs=3
8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,https://kr.indeed.com/rc/clk?jk=8af26b37623864c4&fccid=ac216a9ae7b75c06&vjs=3
일반직 경력직원 모집[정보보안 전문가],코스콤,서울 여의도,https://kr.indeed.com/rc/clk?jk=97aa1e0f915cddbf&fccid=16b4c0cc1c3845a7&vjs=3
AI 모빌리티 서비스의 미래 함께 열어갈 우수한 인재 찾습니다.,라온로드,성남 분당구,https://kr.indeed.com/rc/clk?jk=5133adebeb209d23&fccid=3f9a516642f6114a&vjs=3
Python 프로그래밍 개발자 경력직,에스티비전,경기도 파주,https://kr.indeed.com/rc/clk?jk=8eee0273ba0257b3&fccid=ddc06310fd0b6f53&vjs=3
[정규직] 2022년 소프트웨어 연구개발 신입/경력 사원,스카이시스,울산 북구,https://kr.indeed.com/rc/clk?jk=9f50e72b1130520d&fccid=c182093a93404981&vjs=3
[외국계상장사]데이터분석가(Data Analyst),인코리아 프로페셔널,서울 강남구,https://kr.indeed.com/rc/clk?jk=7ad982fec3792221&fccid=842365965c1f45a0&vjs=3
(주)리얼데이터 분석컨설팅 인력,리얼데이터,서울 성동구,https://kr.indeed.com/rc/clk?jk=0229342521a71f63&fccid=ac1fdbcac458a3ba&vjs=3
Python 기반 빅데이터분석가,이노포스트 관심기업,서울 방배동,https://kr.indeed.com/rc/clk?jk=9a9bd236f2d05ff3&fccid=fef732c91b3e25e1&vjs=3
전남 ICT이노베이션스퀘어 5기,한국정보기술서비스산업협회,서울,https://kr.indeed.com/rc/clk?jk=4ed6582dcb0007db&fccid=21e7cb4036a655e0&vjs=3
데이터베이스개발자  웹개발 신입/경력 정규직,여의도사람들,서울 영등포구,https://kr.indeed.com/rc/clk?jk=e91b5984e7f5d3fd&fccid=298f56956b7c691f&vjs=3
[스타트업 팀 빌딩] 데이터 기반 농업 연구원,스페이스팜,성남 수정구,https://kr.indeed.com/rc/clk?jk=87892c2fa4d073bd&fccid=f651cd18bb589d57&vjs=3
SW개발자 신입,컨트롤웍스,서울 강남구,https://kr.indeed.com/rc/clk?jk=ebbb216954057257&fccid=b9a4c1a753f43642&vjs=3
클라우드 플랫폼 운영 엔지니어,NHN Enterprise,성남 판교역,https://kr.indeed.com/rc/clk?jk=40e20a58af1e44ee&fccid=a72ebaf825acf7af&vjs=3
HPC Engineer (Team Lead),Altair Engineering,경기도 성남,https://kr.indeed.com/rc/clk?jk=afd18c1d3e06b7d6&fccid=3453268f43beb582&vjs=3
Customer Engineer  Gaming  Google Cloud,Google,서울,https://kr.indeed.com/rc/clk?jk=bd007e22541bf6fb&fccid=a5b4499d9e91a5c6&vjs=3
[무료교육/연계] 클라우드 기반 스마트융합보안 과정 SK쉴더스 루키즈 10기,에스케이쉴더스,서울,https://kr.indeed.com/rc/clk?jk=e48494b430c1d8b3&fccid=eb364ecce5dfad88&vjs=3
딥러닝 AI 개발 연구원,베이리스,성남 수정구,https://kr.indeed.com/rc/clk?jk=87309d3ff40ead61&fccid=ce871e9e4a9f430a&vjs=3
디지털 미디어 매니저(퍼포먼스&브랜딩) 신입/경력,스스스스,서울 서초구,https://kr.indeed.com/rc/clk?jk=4d6fa0f1b9726d7c&fccid=350448f49645d244&vjs=3
[외국계 스타트업 미소] Business Analyst,유한회사 미소,서울,https://kr.indeed.com/rc/clk?jk=51df90967b46e8f0&fccid=02936474a8d39137&vjs=3
C# S/W 개발자 or Python 응용 S/W 개발(사원주임대리과장,제스엔지니어링,서울 금천구,https://kr.indeed.com/rc/clk?jk=37df5ae012725ae2&fccid=0f2f8141103a3f4e&vjs=3
[TmaxGroup/Tibero] DBMS 제품 QA,티맥스소프트,성남 분당구,https://kr.indeed.com/rc/clk?jk=824d7d9b39776e09&fccid=445576e2a7ced0d6&vjs=3
전사 협업 플랫폼(Jira  Confluence  Slack) 운영 담당자 영입,카카오페이,성남 백현동,https://kr.indeed.com/rc/clk?jk=05a2b906f5c7b51e&fccid=c3aa6121be03065c&vjs=3
UX Researcher,LINE Plus corporation,대한민국,https://kr.indeed.com/rc/clk?jk=23dba89edb8a10d9&fccid=e90e80bc9ed9a53f&vjs=3
[PPM솔루션 클로바인] 연구소 IT 테크 직군 운영관리 개발자,헤븐트리,대구 수성구,https://kr.indeed.com/rc/clk?jk=6916bd41820052e9&fccid=81880cb2b512246a&vjs=3
[주4.5일] 딥러닝 연구 개발자,인라이플,서울 구로구,https://kr.indeed.com/rc/clk?jk=b7404340e4697466&fccid=25a5f8f961de7852&vjs=3
[2022신입공채] AI R&D - Language AI,엔씨소프트,성남 판교역,https://kr.indeed.com/rc/clk?jk=e07526c75a65756d&fccid=a1e4e21b1f33cf40&vjs=3
빅데이터 엔지니어 신입/경력 정규직,hTLM HR,안양 동안구,https://kr.indeed.com/rc/clk?jk=4ceafc901a095d43&fccid=500eaf9389fd6cac&vjs=3
[아이브코딩 목동학원] 컴퓨터 코딩 강사,서울지방중소벤처기업청,서울 양천구,https://kr.indeed.com/rc/clk?jk=26d7d6bba1f01462&fccid=5f7f32a0048072ce&vjs=3
[카카오 콘텐츠] 데이터 엔지니어 모집,카카오,대한민국,https://kr.indeed.com/rc/clk?jk=1174b224bed61f3d&fccid=32b9af632cf3b9f9&vjs=3
인공지능(딥러닝) 로봇 자동화 소프트웨어 개발자(Python우대),주식회사 토트 관심기업,서울 성수동1가,https://kr.indeed.com/rc/clk?jk=058e9510f9548e49&fccid=bc605d141ca9f67d&vjs=3
[카카오커머스] 기술직군,카카오커머스,성남 분당구,https://kr.indeed.com/rc/clk?jk=2b9e604e63e7e46d&fccid=b1f5de6cae96f6c2&vjs=3
[현대무벡스] 경력사원 상시,현대무벡스,서울 종로구,https://kr.indeed.com/rc/clk?jk=835324335bc1c7da&fccid=2e754711a96724c8&vjs=3
Senior Open Source Developer & DevOps (Python  Django  React  AWS/OpenStack),OpenCraft,Anywhere in the World,https://weworkremotely.com/remote-jobs/opencraft-senior-open-source-developer-devops-python-django-react-aws-openstack
Senior Python Engineer: Long-term job - 100% remote,Proxify AB,Anywhere in the World,https://weworkremotely.com/remote-jobs/proxify-ab-senior-python-engineer-long-term-job-100-remote
(Senior) Python Full Stack Software Developer,Optimile,Europe Only,https://weworkremotely.com/remote-jobs/optimile-senior-python-full-stack-software-developer
Python / PHP Senior Developer for Ambitious Startup,Soundsnap/ Beatopia,Europe Only,https://weworkremotely.com/remote-jobs/soundsnap-beatopia-python-php-senior-developer-for-ambitious-startup
Senior Python Developer - Full Remote ,Ebury,Latin America Only/Europe Only,https://weworkremotely.com/remote-jobs/ebury-senior-python-developer-full-remote-1
Python Developer - Remote,UpStack Technologies  Inc.,Americas Only/Europe Only,https://weworkremotely.com/remote-jobs/upstack-technologies-inc-python-developer-remote
Python Developer,Lemon.io,Latin America Only/Europe Only,https://weworkremotely.com/remote-jobs/lemon-io-python-developer-1
Senior Software Engineer  Python,AssemblyAI (YC 17),Anywhere in the World,https://weworkremotely.com/remote-jobs/assemblyai-yc-17-senior-software-engineer-python
Python Platform Engineer,Doximity,Americas Only,https://weworkremotely.com/remote-jobs/doximity-python-platform-engineer
Backend Engineer - Integrations (Python),Cerity Partners LLC,USA Only,https://weworkremotely.com/remote-jobs/cerity-partners-llc-backend-engineer-integrations-python
Senior Python Engineer,Clevertech,Anywhere in the World,https://weworkremotely.com/remote-jobs/clevertech-senior-python-engineer-4
Backend engineer - data ingestion (Python  remote),Gridium,None,https://weworkremotely.com/listings/gridium-backend-engineer-data-ingestion-python-remote-1
Software Development Engineer in Test – Python – Cyprus  Greece or Remote ,XM,Anywhere in the World,https://weworkremotely.com/remote-jobs/xm-software-development-engineer-in-test-python-cyprus-greece-or-remote-1
Senior QA Software Test Automation Engineer – Python – Cyprus  Greece  Remote ,XM,Anywhere in the World,https://weworkremotely.com/remote-jobs/xm-senior-qa-software-test-automation-engineer-python-cyprus-greece-remote-1
